QuestionId,ConstructName,SubjectName,CorrectAnswer,QuestionText,CorrectAnswerText,Option,AnswerText,MisconceptionId,Prompt
292,Multiply proper fractions in the form: Fraction × Integer,Multiplying and Dividing Negative Numbers,C,\( \frac{1}{3} \times(-6)= \),\( -2 \),A,\( -18 \),,"Question: \( \frac{1}{3} \times(-6)= \)
Incorrect Answer: \( -18 \)
Correct Answer: \( -2 \)
Construct Name: Multiply proper fractions in the form: Fraction × Integer
Subject Name: Multiplying and Dividing Negative Numbers

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
296,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,C,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What total should replace the square? \( \begin{array}{l} \frac{ ?\pm \sqrt{9-(-40)}}{?} \\ = \frac{ ?\pm \sqrt{\square}}{?} \end{array} \)",\( 49 \),A,\( 31 \),,"Question: Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What total should replace the square? \( \begin{array}{l} \frac{ ?\pm \sqrt{9-(-40)}}{?} \\ = \frac{ ?\pm \sqrt{\square}}{?} \end{array} \)
Incorrect Answer: \( 31 \)
Correct Answer: \( 49 \)
Construct Name: Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 
Subject Name: Quadratic Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
298,"Multiply algebraic terms, involving non-linear versions of different letters (e.g. 4a2 x 5ab)",Laws of Indices,B,\( 5 p^{2} \times 2 p q \equiv \),\( 10 p^{3} q \),A,\( 10 p q^{3} \),,"Question: \( 5 p^{2} \times 2 p q \equiv \)
Incorrect Answer: \( 10 p q^{3} \)
Correct Answer: \( 10 p^{3} q \)
Construct Name: Multiply algebraic terms, involving non-linear versions of different letters (e.g. 4a2 x 5ab)
Subject Name: Laws of Indices

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
326,Find a negative reciprocal,Perpendicular Lines,B,\( \frac{2}{5} \times \star=-1 \) What should replace the star?,\( -\frac{5}{2} \),A,\( \frac{5}{2} \),,"Question: \( \frac{2}{5} \times \star=-1 \) What should replace the star?
Incorrect Answer: \( \frac{5}{2} \)
Correct Answer: \( -\frac{5}{2} \)
Construct Name: Find a negative reciprocal
Subject Name: Perpendicular Lines

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
334,Represent positive unit fractions on a number line,Probability of Single Events,B,"The probability of picking a green ball is \( \frac{1}{5} \) Where is this value on the probability scale? ![B
c
D]()",B,A,A,,"Question: The probability of picking a green ball is \( \frac{1}{5} \) Where is this value on the probability scale? ![B
c
D]()
Incorrect Answer: A
Correct Answer: B
Construct Name: Represent positive unit fractions on a number line
Subject Name: Probability of Single Events

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
341,"Reflect an object or a point in a vertical line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,C,"![A grid of 7 squares across and 7 squares up. A red vertical line goes from the bottom to the top of the grid, it is 4 squares left from the edge of the grid. An orange rectangle (3 squares width and 2 squares height) is drawn to the left of the red line, with its right-hand side on the red line.  The bottom side of the rectangle is 3 squares up from the bottom of the grid. The top right corner of the rectangle is marked with the letter P, which is 5 squares up from the bottom of the grid on the red line. The bottom right corner of the rectangle is marked with the letter Q, which is 3 squares up from the bottom of the grid on the red line. ]() Tom and Katie are discussing reflections

Tom says if you reflect the rectangle in the vertical line, Point \( P \) stays in the same position

Katie says if you reflect the rectangle in the vertical line, Point \( Q \) stays in the same position
Who is correct?",Both Tom and Katie,A,Only Tom,,"Question: ![A grid of 7 squares across and 7 squares up. A red vertical line goes from the bottom to the top of the grid, it is 4 squares left from the edge of the grid. An orange rectangle (3 squares width and 2 squares height) is drawn to the left of the red line, with its right-hand side on the red line.  The bottom side of the rectangle is 3 squares up from the bottom of the grid. The top right corner of the rectangle is marked with the letter P, which is 5 squares up from the bottom of the grid on the red line. The bottom right corner of the rectangle is marked with the letter Q, which is 3 squares up from the bottom of the grid on the red line. ]() Tom and Katie are discussing reflections

Tom says if you reflect the rectangle in the vertical line, Point \( P \) stays in the same position

Katie says if you reflect the rectangle in the vertical line, Point \( Q \) stays in the same position
Who is correct?
Incorrect Answer: Only Tom
Correct Answer: Both Tom and Katie
Construct Name: Reflect an object or a point in a vertical line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object
Subject Name: Reflection

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
346,Convert ratios to fractions,Writing Ratios,D,"Kate and Isaac share some yoghurt in the ratio \( 2: 5 \).
Kate has \(_____\) of the total yoghurt
What fraction completes the sentence?",\( \frac{2}{7} \),A,\( \frac{3}{2} \),,"Question: Kate and Isaac share some yoghurt in the ratio \( 2: 5 \).
Kate has \(_____\) of the total yoghurt
What fraction completes the sentence?
Incorrect Answer: \( \frac{3}{2} \)
Correct Answer: \( \frac{2}{7} \)
Construct Name: Convert ratios to fractions
Subject Name: Writing Ratios

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
358,Identify a transversal,Angle Facts with Parallel Lines,D,"Line \( X Y \) is... ![A pair of parallel lines are drawn with the arrows pointing up to the left.
A straight red line, XY, is drawn so that it diagonally crosses the pair of parallel lines. The red line rises from X on the left up to Y.]()",A transversal,A,Parallel,,"Question: Line \( X Y \) is... ![A pair of parallel lines are drawn with the arrows pointing up to the left.
A straight red line, XY, is drawn so that it diagonally crosses the pair of parallel lines. The red line rises from X on the left up to Y.]()
Incorrect Answer: Parallel
Correct Answer: A transversal
Construct Name: Identify a transversal
Subject Name: Angle Facts with Parallel Lines

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
371,"Rotate an object or point 900 clockwise or anticlockwise about a point, where the point lies on the edge or outside of the object",Rotation,D,"John rotates rectangle \( A B C D 90^{\circ} \) clockwise from the centre \( (3,2) \). What error has he made? ![A positive, coordinate grid with two rectangles drawn on it. The rectangle labelled ABCD has the coordinates: A(1,3) B(1,5) C(2,5) and D(2,3). The other rectangle has the coordinates: (4,3) (6,3) (6,2) and (4,2).]()",He has used the wrong centre,A,"He hasn't, this is correct",,"Question: John rotates rectangle \( A B C D 90^{\circ} \) clockwise from the centre \( (3,2) \). What error has he made? ![A positive, coordinate grid with two rectangles drawn on it. The rectangle labelled ABCD has the coordinates: A(1,3) B(1,5) C(2,5) and D(2,3). The other rectangle has the coordinates: (4,3) (6,3) (6,2) and (4,2).]()
Incorrect Answer: He hasn't, this is correct
Correct Answer: He has used the wrong centre
Construct Name: Rotate an object or point 900 clockwise or anticlockwise about a point, where the point lies on the edge or outside of the object
Subject Name: Rotation

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
378,Convert fractions less than 1 to terminating decimals of 1 decimal place,"Averages (mean, median, mode) from a List of Data",B,"What is the mode of the following numbers?
\(
0.4, \quad \frac{1}{4}, \quad 2.5, \quad \frac{2}{5}
\)",\( \frac{2}{5} \),A,\( \frac{1}{4} \),,"Question: What is the mode of the following numbers?
\(
0.4, \quad \frac{1}{4}, \quad 2.5, \quad \frac{2}{5}
\)
Incorrect Answer: \( \frac{1}{4} \)
Correct Answer: \( \frac{2}{5} \)
Construct Name: Convert fractions less than 1 to terminating decimals of 1 decimal place
Subject Name: Averages (mean, median, mode) from a List of Data

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
380,Convert decimals less than 1 with 2 decimal place to percentages,Converting between Decimals and Percentages,B,\( 0.01+57 \%= \),\( 58 \% \),A,\( 0.58 \% \),,"Question: \( 0.01+57 \%= \)
Incorrect Answer: \( 0.58 \% \)
Correct Answer: \( 58 \% \)
Construct Name: Convert decimals less than 1 with 2 decimal place to percentages
Subject Name: Converting between Decimals and Percentages

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
382,"Solve two-step linear equations, with the variable on one side, with all positive integers",Linear Equations,C,"Isaac is trying to solve the equation on the right.
Here are his steps.

Which steps, if any, are correct? ![\[
27=9(1+k)
\]

Step \( 1 \quad 3=1+k \)

Step \( 2 \)
\[
2=k
\]]()",Both steps are correct,A,Only step \( 1 \),,"Question: Isaac is trying to solve the equation on the right.
Here are his steps.

Which steps, if any, are correct? ![\[
27=9(1+k)
\]

Step \( 1 \quad 3=1+k \)

Step \( 2 \)
\[
2=k
\]]()
Incorrect Answer: Only step \( 1 \)
Correct Answer: Both steps are correct
Construct Name: Solve two-step linear equations, with the variable on one side, with all positive integers
Subject Name: Linear Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
